drugName,url,description
Namenda,https://www.drugs.com/namenda.html,namenda (memantine) reduces the actions of chemicals in the brain that may contribute to the symptoms of alzheimer's disease. namenda is used to treat moderate to severe dementia of the alzheimer's type. namenda may also be used for purposes not listed in this medication guide.
Namzaric,https://www.drugs.com/namzaric.html,"namzaric contains a combination of donepezil and memantine. donepezil improves the function of nerve cells in the brain. it works by preventing the breakdown of a chemical called acetylcholine. people with dementia usually have lower levels of this chemical, which is important for the processes of memory, thinking, and reasoning. memantine reduces the actions of chemicals in the brain that may contribute to the symptoms of alzheimer's disease. namzaric is used to treat moderate to severe dementia of the alzheimer's type. namzaric is not a cure for alzheimer's disease. this condition will progress over time."
Naprosyn,https://www.drugs.com/naprosyn.html,"naprosyn (naproxen) is a nonsteroidal anti-inflammatory drug (nsaid). naproxen works by reducing hormones that cause inflammation and pain in the body. naprosyn is used to treat pain or inflammation caused by conditions such as rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, tendinitis, bursitis, gout, or menstrual cramps. naprosyn delayed-release tablets are slower-acting forms of naproxen that are used only for treating chronic conditions such as arthritis or ankylosing spondylitis. these forms of naproxen will not work fast enough to treat acute pain."
Naproxen,https://www.drugs.com/naproxen.html,"naproxen is a nonsteroidal anti-inflammatory drug (nsaid). it works by reducing hormones that cause inflammation and pain in the body. naproxen is used to treat pain or inflammation caused by conditions such as arthritis, ankylosing spondylitis, tendinitis, bursitis, gout, or menstrual cramps. it can also be used to treat acute pain caused by other conditions not listed in this medication guide. the delayed-release or extended-release tablets are slower-acting forms of naproxen that are used only for treating chronic conditions such as arthritis or ankylosing spondylitis. these forms will not work fast enough to treat acute pain."
Nardil,https://www.drugs.com/mtm/nardil.html,nardil is a monoamine oxidase inhibitor (maoi) that is used to treat symptoms of atypical depression in adults when other medicines have not been effective. nardil is not for treating severe depression or bipolar disorder (manic depression). nardil may also be used for purposes not listed in this medication guide.
Nasonex,https://www.drugs.com/nasonex.html,"nasonex (mometasone) is a steroid. it prevents the release of substances in the body that cause inflammation. nasonex nasal spray is used to treat nasal symptoms of seasonal or year-round allergies, including congestion, sneezing, and runny nose. this medicine is approved for this use in adults and children who are at least 2 years old. nasonex is also used to prevent seasonal allergy symptoms in adults and children who are at least 12 years old. nasonex nasal spray is used to treat nasal polyps only in adults."
Nature-Throid,https://www.drugs.com/mtm/nature-throid.html,"desiccated (dried) thyroid is a combination of hormones that are normally produced by your thyroid gland to regulate the body's energy and metabolism. desiccated thyroid is given when the thyroid does not produce enough of this hormone on its own. desiccated thyroid treats hypothyroidism (low thyroid hormone). desiccated thyroid is also used to treat or prevent goiter (enlarged thyroid gland), and is also given as part of a medical tests for thyroid disorders. desiccated thyroid should not be used to treat obesity or weight problems. desiccated thyroid may also be used for purposes not listed in this medication guide."
Nebivolol,https://www.drugs.com/mtm/nebivolol.html,nebivolol is a beta-blocker that is used to treat hypertension (high blood pressure). lowering blood pressure may lower your risk of a stroke or heart attack. nebivolol may also be used for purposes not listed in this medication guide.
Neomycin,https://www.drugs.com/mtm/neomycin.html,neomycin is an antibiotic that fights bacteria in the body. neomycin is used to reduce the risk of infection during surgery of your intestines. neomycin is also used to reduce the symptoms of hepatic coma. neomycin may also be used for purposes not listed in this medication guide.
Neulasta,https://www.drugs.com/neulasta.html,"neulasta (pegfilgrastim) is a man-made form of a protein that stimulates the growth of white blood cells in your body. white blood cells help your body fight against infection. neulasta injection is a prescription medicine used to prevent neutropenia, a lack of certain white blood cells caused by receiving chemotherapy. neulasta may also be used for purposes not listed in this medication guide."
Neurontin,https://www.drugs.com/neurontin.html,"neurontin (gabapentin) is an anti-epileptic drug, also called an anticonvulsant. it affects chemicals and nerves in the body that are involved in the cause of seizures and some types of pain. neurontin is used in adults to treat neuropathic pain (nerve pain) caused by herpes virus or shingles (herpes zoster). neurontin is also used to treat seizures in adults and children who are at least 3 years old. use only the brand and form of gabapentin your doctor has prescribed. check your medicine each time you get a refill to make sure you receive the correct form."
Nexium,https://www.drugs.com/nexium.html,"nexium (esomeprazole magnesium) is a proton pump inhibitor that decreases the amount of acid produced in the stomach. nexium is used to treat symptoms of gastroesophageal reflux disease (gerd) and other conditions involving excessive stomach acid such as zollinger-ellison syndrome. it is also used to promote healing of erosive esophagitis (damage to your esophagus caused by stomach acid). nexium may also be given to prevent gastric ulcer caused by infection with helicobacter pylori (h. pylori), or by the use of nonsteroidal anti-inflammatory drugs (nsaids). nexium is not for immediate relief of heartburn symptoms."
Nexplanon,https://www.drugs.com/nexplanon.html,"nexplanon (etonogestrel) is a hormone implant that prevents ovulation (the release of an egg from an ovary). this medication also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus. nexplanon is radiopaque implant used as contraception to prevent pregnancy. etonogestrel is contained in a small plastic rod that is implanted into the skin of your upper arm. the medicine is released slowly into the body. the nexplanon rod can remain in place and provide continuous contraception for up to 3 years. nexplanon implants contain a small amount of barium sulfate so that the implant can be seen by x-ray."
Niacin,https://www.drugs.com/niacin.html,"niacin, also called nicotinic acid, is a b vitamin (vitamin b3). it occurs naturally in plants and animals, and is also added to many foods as a vitamin supplement. it is also present in many multiple vitamins and nutritional supplements. niacin is used to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or ldl) and triglycerides, and increase levels of ""good"" cholesterol (high-density lipoprotein, or hdl). niacin may also be used for purposes not listed in this medication guide."
Niaspan,https://www.drugs.com/niaspan.html,"niaspan er extended release works by reducing ldl (""bad"") cholesterol and triglycerides and increasing hdl (""good"") cholesterol. niaspan contains niacin, also called nicotinic acid, a b vitamin (vitamin b3). it occurs naturally in plants and animals and is present in many multiple vitamin supplements. niaspan er is used to lower cholesterol and triglycerides (types of fat) in the blood. it is also used to lower the risk of heart attack in people with high cholesterol who have already had a heart attack. it is sometimes used to treat coronary artery disease (also called atherosclerosis). niaspan er may also be used for purposes not listed in this medication guide."
Nitrofurantoin,https://www.drugs.com/nitrofurantoin.html,nitrofurantoin is an antibiotic that fights bacteria in the body. nitrofurantoin is used to treat urinary tract infections. nitrofurantoin may also be used for purposes not listed in this medication guide.
Nitrostat,https://www.drugs.com/nitrostat.html,"nitrostat (nitroglycerin) is a nitrate that dilates (widens) blood vessels, making it easier for blood to flow through them and easier for the heart to pump. nitrostat is used to treat a type of chest pain called angina. angina is a pain or discomfort that keeps coming back when part of your heart does not get enough blood. angina feels like a pressing or squeezing pain, usually in your chest under the breastbone. sometimes you can feel it in your shoulders, arms, neck, jaws, or back. nitrostat can relieve this pain."
Norco,https://www.drugs.com/norco.html,norco contains a combination of acetaminophen and hydrocodone. hydrocodone is an opioid pain medication. an opioid is sometimes called a narcotic. acetaminophen is a less potent pain reliever that increases the effects of hydrocodone. norco is used to relieve moderate to moderately severe pain. norco may also be used for purposes not listed in this medication guide.
Norepinephrine,https://www.drugs.com/mtm/norepinephrine.html,norepinephrine is similar to adrenaline. it is used to treat life-threatening low blood pressure (hypotension) that can occur with certain medical conditions or surgical procedures. norepinephrine is often used during cpr (cardio-pulmonary resuscitation). norepinephrine may also be used for purposes not listed in this medication guide.
Norethindrone,https://www.drugs.com/mtm/norethindrone.html,"norethindrone is a form of progesterone, a female hormone important for regulating ovulation and menstruation. norethindrone is used for birth control (contraception) to prevent pregnancy. norethindrone is also used to treat menstrual disorders, endometriosis, or abnormal vaginal bleeding caused by a hormone imbalance. not all brands of norethindrone are for the same uses. some brands are for use only as contraception. others are for use in treating endometriosis or vaginal bleeding disorders. avoid medication errors by using only the brand, form, and strength your doctor prescribes. norethindrone may also be used for other purposes not listed in this medication guide."
Norflex,https://www.drugs.com/mtm/norflex.html,norflex is a muscle relaxer. norflex is used together with rest and physical therapy to treat skeletal muscle conditions such as pain or injury. norflex may also be used for purposes not listed in this medication guide.
Nortriptyline,https://www.drugs.com/nortriptyline.html,nortriptyline is a tricyclic antidepressant. it affects chemicals in the brain that may be unbalanced in people with depression. nortriptyline is used to treat symptoms of depression. nortriptyline is not recommended for use in children.
Norvasc,https://www.drugs.com/norvasc.html,norvasc (amlodipine) is a calcium channel blocker that dilates (widens) blood vessels and improves blood flow. norvasc is used to treat chest pain (angina) and other conditions caused by coronary artery disease. norvasc is also used to treat high blood pressure (hypertension). lowering blood pressure may lower your risk of a stroke or heart attack. amlodipine is for use in adults and children who are at least 6 years old.
Norvir,https://www.drugs.com/norvir.html,"norvir (ritonavir) is an antiviral medicine that prevents human immunodeficiency virus (hiv) from multiplying in your body. norvir is used together with other antiviral medicines to treat hiv, the virus that can cause acquired immunodeficiency syndrome (aids). norvir is not a cure for hiv or aids."
Novolin N,https://www.drugs.com/mtm/novolin-n.html,"insulin is a hormone that works by lowering levels of glucose (sugar) in the blood. novolin n is an intermediate-acting insulin that starts to work within 2 to 4 hours after injection, peaks in 4 to 12 hours, and keeps working for 12 to 18 hours. novolin n is used to improve blood sugar control in adults and children with diabetes mellitus. novolin n may also be used for purposes not listed in this medication guide."
NovoLog,https://www.drugs.com/novolog.html,"novolog (insulin aspart)is a fast-acting insulin that starts to work about 15 minutes after injection, peaks in about 1 hour, and keeps working for 2 to 4 hours. insulin is a hormone that works by lowering levels of glucose (sugar) in the blood. novolog is used to improve blood sugar control in adults and children with diabetes mellitus. this medicine is sometimes used together with a long-acting or intermediate-acting insulin. novolog is used to treat type 2 diabetes in adults. novolog is also used to treat type 1 diabetes in adults and children who are at least 2 years old."
Nucynta,https://www.drugs.com/nucynta.html,nucynta (tapentadol) is an opioid pain medication. an opioid is sometimes called a narcotic. nucynta is used to treat moderate to severe pain. nucynta er is an extended-release form of tapentadol and is used for around-the-clock treatment of pain that is not controlled by other medicines. this form of tapentadol is not for use on an as-needed basis for pain.
NuvaRing,https://www.drugs.com/nuvaring.html,"the nuvaring vaginal ring contains a combination of ethinyl estradiol and etonogestrel are female hormones that prevent ovulation (the release of an egg from an ovary). the hormones in nuvaring also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus. the nuvaring vaginal ring is used as contraception to prevent pregnancy."
Nystatin,https://www.drugs.com/mtm/nystatin.html,nystatin is an antifungal medication that fights infections caused by fungus. nystatin when taken by mouth is used to treat yeast infections in the mouth or stomach. oral nystatin is not absorbed into your bloodstream and will not treat fungal infections in other parts of the body or on the skin. nystatin may also be used for purposes other than those listed in this medication guide.
Nystatin and triamcinolone topical,https://www.drugs.com/mtm/nystatin-and-triamcinolone-topical.html,nystatin is an antifungal medicine. triamcinolone is a steroid medicine. nystatin and triamcinolone topical (for the skin) is a combination medicine used to treat skin infections caused by fungus or yeast. nystatin and triamcinolone topical may also be used for purposes not listed in this medication guide.
Ocrelizumab,https://www.drugs.com/mtm/ocrelizumab.html,"ocrelizumab is used to treat primary progressive multiple sclerosis and relapsing forms of multiple sclerosis in adults (including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease). ocrelizumab may also be used for purposes not listed in this medication guide."
Ocrevus,https://www.drugs.com/ocrevus.html,"ocrevus (ocrelizumab) is a monoclonal antibody that affects the actions of the body's immune system. monoclonal antibodies are made to target and destroy only certain cells in the body. this may help to protect healthy cells from damage. ocrevus is used to treat primary progressive multiple sclerosis and relapsing forms of multiple sclerosis in adults (including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease). ocrevus may also be used for purposes not listed in this medication guide."
Octreotide,https://www.drugs.com/mtm/octreotide-oral-injection.html,"octreotide is a man-made protein that is similar to a hormone in the body called somatostatin. octreotide lowers many substances in the body such as insulin and glucagon (involved in regulating blood sugar), growth hormone, and chemicals that affect digestion. octreotide is used to treat acromegaly. octreotide is also used to reduce flushing episodes and watery diarrhea caused by cancerous tumors (carcinoid syndrome) or tumors called vasoactive intestinal peptide tumors (vipomas). octreotide may also be used for purposes not listed in this medication guide."
Ofloxacin,https://www.drugs.com/mtm/ofloxacin.html,"ofloxacin is a fluoroquinolone (flor-o-kwin-o-lone) antibiotic that fights bacteria in the body. ofloxacin is used to treat bacterial infections of the skin, lungs, prostate, or urinary tract (bladder and kidneys). ofloxacin is also used to treat pelvic inflammatory disease and chlamydia and/or gonorrhea. fluoroquinolone antibiotics can cause serious or disabling side effects that may not be reversible. ofloxacin should be used only for infections that cannot be treated with a safer antibiotic. ofloxacin may also be used for purposes not listed in this medication guide."
Ofloxacin ophthalmic,https://www.drugs.com/mtm/ofloxacin-ophthalmic.html,ofloxacin is a fluoroquinolone (flor-o-kwin-o-lone) antibiotic that fights bacteria in the body. ofloxacin ophthalmic (for use in the eyes) is used to treat bacterial infections of the eyes. ofloxacin ophthalmic is also used to treat an ulcer in the cornea of the eye. ofloxacin will not treat a viral or fungal infection of the eye. ofloxacin ophthalmic may also be used for purposes not listed in this medication guide.
Ofloxacin otic,https://www.drugs.com/mtm/ofloxacin-otic.html,ofloxacin is an antibiotic that treats infections caused by bacteria. ofloxacin otic (for the ear) is used to treat infections of the ear canal in adults and children who are at least 6 months old. ofloxacin otic is used in adults and children at least 1 year old to treat an inner ear infection (also called otitis media). ofloxacin otic may be used on a long-term basis to treat an infection that causes a hole in the ear drum (ruptured ear drum) in adults and children who are at least 12 years old. ofloxacin may also be used for purposes not listed in this medication guide.
Olanzapine,https://www.drugs.com/mtm/olanzapine.html,olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old. olanzapine is also used together with fluoxetine (prozac) to treat episodes of depression in adults and children at least 10 years old who have bipolar i disorder. olanzapine may also be used for purposes not listed in this medication guide.
Olmesartan,https://www.drugs.com/mtm/olmesartan.html,olmesartan is used to treat high blood pressure (hypertension) in adults. it is sometimes given together with other blood pressure medications. olmesartan may also be used for purposes not listed in this medication guide.
Olopatadine nasal,https://www.drugs.com/mtm/olopatadine-nasal.html,"olopatadine nasal is an antihistamine that reduces the effects of natural chemical histamine in the body. histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose. olopatadine nasal (for the nose) is used to treat symptoms such as congestion, sneezing, and runny nose caused by seasonal allergies. olopatadine nasal is for use in adults and children who are at least 6 years old. olopatadine nasal may also be used for purposes not listed in this medication guide."
Omalizumab,https://www.drugs.com/mtm/omalizumab.html,"omalizumab is used to treat moderate to severe asthma that is caused by allergies in adults and children who are at least 6 years old. omalizumab is used when asthma symptoms are not controlled by asthma inhaled steroid medicine. omalizumab is not a rescue medicine for treating an asthma attack. omalizumab is also used to treat chronic hives (idiopathic urticaria) in adults and children who are at least 12 years old, after antihistamines have been tried without success. omalizumab is not for use in treating other allergies, rashes, or attacks of bronchospasm. omalizumab may also be used for purposes not listed in this medication guide."
Omega-3 polyunsaturated fatty acids,https://www.drugs.com/mtm/omega-3-polyunsaturated-fatty-acids.html,there are many brands and forms of omega-3 polyunsaturated fatty acids available. not all brands are listed on this leaflet. omega-3 polyunsaturated fatty acids are used together with diet and exercise to help lower triglyceride levels in the blood. it is not known if omega-3 polyunsaturated fatty acids will prevent a heart attack or stroke. talk to your doctor about your risk factors. omega-3 polyunsaturated fatty acids may also be used for purposes not listed in this medication guide.
Omeprazole,https://www.drugs.com/omeprazole.html,omeprazole is a proton pump inhibitor that decreases the amount of acid produced in the stomach. omeprazole is used to treat symptoms of gastroesophageal reflux disease (gerd) and other conditions caused by excess stomach acid. it is also used to promote healing of erosive esophagitis (damage to your esophagus caused by stomach acid). omeprazole may also be given together with antibiotics to treat gastric ulcer caused by infection with helicobacter pylori (h. pylori). over-the-counter (otc) omeprazole is used to help control heartburn that occurs 2 or more days per week. the otc brand of omeprazole must be taken as a course on a regular basis for 14 days in a row.
Omnicef,https://www.drugs.com/omnicef.html,omnicef (cefdinir) is in a group of drugs called cephalosporin (sef a low spor in) antibiotics. it works by fighting bacteria in your body. omnicef is used to treat many different types of infections caused by bacteria. omnicef may also be used for purposes not listed in this medication guide.
Ondansetron,https://www.drugs.com/ondansetron.html,"ondansetron blocks the actions of chemicals in the body that can trigger nausea and vomiting. ondansetron is used to prevent nausea and vomiting that may be caused by surgery, cancer chemotherapy, or radiation treatment. ondansetron may be used for purposes not listed in this medication guide."
Onglyza,https://www.drugs.com/onglyza.html,onglyza (saxagliptin) is an oral diabetes medicine that helps control blood sugar levels. it works by regulating the levels of insulin your body produces after eating. onglyza is used together with diet and exercise to improve blood sugar control in adults with type 2 type 2 diabetes mellitus. onglyza is not for treating type 1 diabetes. onglyza is sometimes used in combination with other diabetes medications.
Opdivo,https://www.drugs.com/opdivo.html,"opdivo (nivolumab) is a cancer medicine that is used alone or in combination with other medicines that works with your immune system to interfere with the growth and spread of cancer cells in the body. opdivo is used alone or in combination with other medicines to treat adults with: opdivo is also used to treat adults and children 12 years and older with a type of colorectal cancer that laboratory testing proves to have certain specific dna mutations. opdivo is often given when the cancer has spread to other parts of the body, or cannot be surgically removed, or has come back after prior treatment. for some types of cancer, opdivo is given only if your tumor has a specific genetic marker (an abnormal ""egfr"" or ""alk"" gene)."
Opsumit,https://www.drugs.com/opsumit.html,"opsumit (macitentan) lowers blood pressure in your lungs, helping your heart pump blood more efficiently. opsumit is used to treat pulmonary arterial hypertension (pah). it improves your ability to exercise and prevents your condition from getting worse. opsumit is available to women only under a special program from a certified pharmacy. you must be registered in the program and understand the risks and benefits of taking this medication."
Orencia,https://www.drugs.com/orencia.html,"orencia (abatacept) is a protein that prevents your body's immune system from attacking healthy tissues such as joints. the immune system helps your body fight infections. in people with autoimmune disorders, the immune system mistakes the body's own cells for invaders and attacks them. orencia is a prescription medicine used to treat symptoms of rheumatoid arthritis, and to prevent joint damage caused by these conditions. this medicine is for adults and children at least 2 years old. orencia is also used to treat active psoriatic arthritis in adults. orencia is not a cure for any autoimmune disorder and will only treat the symptoms of your condition."
Orlistat,https://www.drugs.com/orlistat.html,"orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body. orlistat is used to aid in weight loss, or to help reduce the risk of regaining weight already lost. this medicine must be used together with a reduced-calorie diet and increased physical activity. orlistat is for use only in adults that are overweight or obese. xenical is the prescription-strength form of orlistat. the alli brand is available without a prescription."
Orphenadrine,https://www.drugs.com/mtm/orphenadrine.html,orphenadrine is a muscle relaxer. orphenadrine is used together with rest and physical therapy to treat skeletal muscle conditions such as pain or injury. orphenadrine may also be used for purposes not listed in this medication guide.
Ortho Tri-Cyclen,https://www.drugs.com/ortho-tri-cyclen.html,"ortho tri-cyclen is a combination birth control pill containing the female hormones ethinyl estradiol and norgestimate. these hormones prevent ovulation (the release of an egg from an ovary). ortho tri-cyclen also causes changes in your cervical mucus and uterine lining, making it harder for sperm to reach the uterus and harder for a fertilized egg to attach to the uterus. ortho tri-cyclen is used as contraception to prevent pregnancy. ortho tri-cyclen is also used to treat moderate acne vulgaris in females who are at least 15 years old. this medicine should be used for the treatment of acne only if the patient desires an oral contraceptive for birth control."
Oseltamivir,https://www.drugs.com/oseltamivir.html,"oseltamivir is an antiviral medication that blocks the actions of influenza virus types a and b in your body. oseltamivir is used to treat influenza in people 2 weeks of age and older who have had flu symptoms for 2 days or less. oseltamivir may also be given to prevent influenza in people who may have been exposed but do not yet have symptoms. this medicine will not treat the common cold. it is dangerous to purchase oseltamivir on the internet or outside the united states. the sale and distribution of medicines outside the u.s. does not comply with safe-use regulations of the food and drug administration (fda). these medications may contain dangerous ingredients, or may not be distributed by a licensed pharmacy. samples of ""tamiflu"" purchased on the internet have been found to contain cloxacillin, a type of antibiotic that can have dangerous side effects in people who are allergic to penicillin."
Osteo Bi-Flex,https://www.drugs.com/mtm/osteo-bi-flex.html,"chondroitin is a naturally occurring substance formed of sugar chains. chondroitin is believed to help the body maintain fluid and flexibility in the joints. glucosamine is sugar protein that helps your body build cartilage (the hard connective tissue located mainly on the bones near your joints). glucosamine is a naturally occurring substance found in bones, bone marrow, shellfish and fungus. osteo bi-flex is a combination product that has been used in alternative medicine as a possibly effective aid in treating osteoarthritis pain. other uses not proven with research have included treating rheumatoid arthritis, osteoporosis, cataracts, glaucoma, bladder problems, heart disease, high cholesterol, or tmj (temporomandibular joint disease). it is not certain whether osteo bi-flex is effective in treating any medical condition. medicinal use of this product has not been approved by the fda. this medicine should not be used in place of medication prescribed for you by your doctor. osteo bi-flex is often sold as an herbal supplement. there are no regulated manufacturing standards in place for many herbal compounds and some marketed supplements have been found to be contaminated with toxic metals or other drugs. herbal/health supplements should be purchased from a reliable source to minimize the risk of contamination. osteo bi-flex may also be used for purposes not listed in this product guide."
Otezla,https://www.drugs.com/otezla.html,otezla (apremilast) inhibits an enzyme within your immune system that can affect certain cells and contribute to inflammation in the body. otezla is used to treat active psoriatic arthritis in adults. otezla is also used to treat moderate to severe plaque psoriasis in adults who may also receive phototherapy or other treatments for psoriasis. otezla is also used to treat mouth ulcers in adults with behçet's disease (a disease causing inflammation in blood vessels).
Oxandrolone,https://www.drugs.com/mtm/oxandrolone.html,"oxandrolone is a man-made steroid, similar to the naturally occurring steroid testosterone. oxandrolone is an ""anabolic"" steroid that promotes the growth of muscle tissue. oxandrolone is used to help you regain weight lost after surgery, severe trauma, or chronic infections. oxandrolone is also used in people who cannot gain or maintain a healthy weight for unknown medical reasons. oxandrolone is also used to decrease muscle loss caused by using steroid medicines, and to reduce bone pain in people with osteoporosis. oxandrolone may also be used for purposes not listed in this medication guide."
Oxazepam,https://www.drugs.com/mtm/oxazepam.html,oxazepam is a benzodiazepine (ben-zoe-dye-aze-eh-peen). oxazepam affects chemicals in the brain that may be unbalanced in people with anxiety. oxazepam is used to treat anxiety disorders or alcohol withdrawal symptoms. oxazepam may also be used for purposes not listed in this medication guide.
Oxcarbazepine,https://www.drugs.com/mtm/oxcarbazepine.html,oxcarbazepine is an anticonvulsant. it works by decreasing nerve impulses that cause seizures and pain. oxcarbazepine is used either alone or with other medicines to treat partial seizures. the trileptal brand of oxcarbazepine is used as a single medicine in adults and children who are at least 4 years old. trileptal is used with other medicines in adults and children who are at least 2 years old. the oxtellar xr brand of oxcarbazepine is used with other medicines in adults and children who are at least 6 years old. oxcarbazepine may also be used for purposes not listed in this medication guide.
Oxybutynin,https://www.drugs.com/oxybutynin.html,"oxybutynin reduces muscle spasms of the bladder and urinary tract. oxybutynin is used to treat symptoms of overactive bladder, such as frequent or urgent urination, incontinence (urine leakage), and increased night-time urination. oxybutynin may also be used for purposes not listed in this medication guide."
Oxycodone,https://www.drugs.com/oxycodone.html,oxycodone is an opioid pain medication sometimes called a narcotic. oxycodone is used to treat moderate to severe pain. the extended-release form of oxycodone is for around-the-clock treatment of pain and should not be used on an as-needed basis for pain.
Oxycontin,https://www.drugs.com/oxycontin.html,"oxycontin (oxycodone) is an opioid pain medication sometimes called a narcotic. oxycontin is a strong prescription medicine used when an opioid medicine is needed to manage severe pain enough to require daily around-the-clock, long-term treatment with an opioid, when other pain treatments such as non-opioid pain medicines or immediate-release opioid medicines do not treat your pain well enough or you cannot tolerate them. oxycontin is not to be used on an as-needed basis for pain that is not around-the-clock."
Oxymetazoline nasal,https://www.drugs.com/mtm/oxymetazoline-nasal.html,oxymetazoline is a decongestant that shrinks blood vessels in the nasal passages. dilated blood vessels can cause nasal congestion (stuffy nose). oxymetazoline nasal (for the nose) is for temporary relief of nasal congestion (stuffy nose) caused by allergies or the common cold. oxymetazoline nasal may also be used for purposes not listed in this medication guide.
Oxymorphone,https://www.drugs.com/mtm/oxymorphone.html,oxymorphone is an opioid medication used to treat moderate to severe pain. the extended-release form of oxymorphone is for around-the-clock treatment of pain and should not be used on an as-needed basis for pain. oxymorphone may also be used for purposes not listed in this medication guide.
Oxytocin,https://www.drugs.com/mtm/oxytocin.html,"oxytocin is a hormone that is used to induce labor or strengthen uterine contractions, or to control bleeding after childbirth. oxytocin is also used to stimulate uterine contractions in a woman with an incomplete or threatened miscarriage. oxytocin may also be used for purposes not listed in this medication guide."
Ozempic,https://www.drugs.com/ozempic.html,"ozempic (semaglutide) is similar to a hormone that occurs naturally in the body and helps control blood sugar, insulin levels, and digestion. ozempic is a pre-filled, disposable, single-patient-use injection pen used, together with diet and exercise, to improve blood sugar control in adults with type 2 diabetes mellitus. ozempic is usually given after other diabetes medicines have been tried without success. ozempic is also used to reduce the risk of major cardiovascular events such as heart attack, stroke or death in adults with type 2 diabetes mellitus with known heart disease. this medicine is not for treating type 1 diabetes."
Pantoprazole,https://www.drugs.com/pantoprazole.html,"pantoprazole is a proton pump inhibitor that decreases the amount of acid produced in the stomach. pantoprazole is used to treat erosive esophagitis (damage to the esophagus from stomach acid caused by gastroesophageal reflux disease, or gerd) in adults and children who are at least 5 years old. pantoprazole is usually given for up to 8 weeks at a time while your esophagus heals. pantoprazole is also used to treat zollinger-ellison syndrome and other conditions involving excess stomach acid."
Paracetamol,https://www.drugs.com/paracetamol.html,"paracetamol (acetaminophen) is a pain reliever and a fever reducer. the exact mechanism of action of is not known. paracetamol is used to treat many conditions such as headache, muscle aches, arthritis, backache, toothaches, colds, and fevers. it relieves pain in mild arthritis but has no effect on the underlying inflammation and swelling of the joint. paracetamol may also be used for other purposes not listed in this medication guide."
Paroxetine,https://www.drugs.com/paroxetine.html,"paroxetine is an antidepressant that belongs to group of drugs called selective serotonin reuptake inhibitors (ssris). paroxetine affects chemicals in the brain that may be unbalanced in people with depression, anxiety, or other disorders. paroxetine is used to treat depression, including major depressive disorder. paroxetine is also used to treat panic disorder, obsessive-compulsive disorder (ocd), anxiety disorders, post-traumatic stress disorder (ptsd), and premenstrual dysphoric disorder (pmdd)>. the brisdelle brand of paroxetine is used to treat hot flashes related to menopause. brisdelle is not for treating any other conditions."
Paxil,https://www.drugs.com/paxil.html,"paxil (paroxetine) is an antidepressant that belongs to group of drugs called selective serotonin reuptake inhibitors (ssris). paroxetine affects chemicals in the brain that may be unbalanced in people with depression, anxiety, or other disorders. paxil is used to treat depression, including major depressive disorder. paxil is also used to treat panic disorder, obsessive-compulsive disorder (ocd), anxiety disorders, post-traumatic stress disorder (ptsd), and premenstrual dysphoric disorder (pmdd)."
Pepcid,https://www.drugs.com/pepcid.html,"pepcid (famotidine) is a histamine-2 blocker that works by decreasing the amount of acid the stomach produces. pepcid is used to treat and prevent ulcers in the stomach and intestines. it also treats conditions in which the stomach produces too much acid, such as zollinger-ellison syndrome. pepcid also treats gastroesophageal reflux disease (gerd) and other conditions in which acid backs up from the stomach into the esophagus, causing heartburn."
Percocet,https://www.drugs.com/percocet.html,"percocet contains a combination of acetaminophen and oxycodone. oxycodone is an opioid pain medication. an opioid is sometimes called a narcotic. acetaminophen is a less potent pain reliever that increases the effects of oxycodone. percocet is used to relieve moderate to severe pain. due of the risks of addiction, abuse, and misuse, even at recommended doses, percocet is only prescribed when treatment with non-opioid pain relieving medication has not been tolerated or has not provided adequate pain relief."
Phenergan,https://www.drugs.com/phenergan.html,"phenergan (promethazine) belongs to a group of drugs called phenothiazines. it works by changing the actions of chemicals in your brain. promethazine also acts as an antihistamine. it blocks the effects of the naturally occurring chemical histamine in your body. phenergan is used to treat allergy symptoms such as itching, runny nose, sneezing, itchy or watery eyes, hives, and itchy skin rashes. phenergan also prevents motion sickness, and treats nausea and vomiting or pain after surgery. it is also used as a sedative or sleep aid. phenergan is not for use in treating symptoms of asthma, pneumonia, or other lower respiratory tract infections."
Phenobarbital,https://www.drugs.com/mtm/phenobarbital.html,phenobarbital is a barbiturate (bar-bit-chur-ate). phenobarbital slows the activity of your brain and nervous system. phenobarbital is used to treat or prevent seizures. phenobarbital is also used short-term as a sedative to help you relax. phenobarbital may also be used for purposes not listed in this medication guide.
Phentermine,https://www.drugs.com/phentermine.html,"phentermine is similar to an amphetamine. it stimulates the central nervous system (nerves and brain), which increases your heart rate and blood pressure and decreases your appetite. phentermine is used together with diet and exercise to treat obesity, especially in people with risk factors such as high blood pressure, high cholesterol, or diabetes. phentermine may also be used for purposes not listed in this medication guide."
